"theta","K","R","n","m","Aobs_averagepcs","B","logitB","logitA"
0.15,6,1.5,40,2,0.4317,0.479426133939529,-0.0823419572829592,-0.274918545741644
0.15,6,1.5,45,2,0.445566666666667,0.496244027051387,-0.0150241744000767,-0.218599690819062
0.15,6,1.5,50,2,0.465533333333333,0.511949238970881,0.0478060585436619,-0.138085663196916
0.15,6,1.5,20,3,0.3421,0.395781518742251,-0.423073517812199,-0.653949852108393
0.15,6,1.5,25,3,0.3637,0.41994242883733,-0.323009731554693,-0.559340798245803
0.15,6,1.5,30,3,0.387866666666667,0.441595388136161,-0.234689759106429,-0.45628848575402
0.15,6,1.5,35,3,0.4098,0.461298521346299,-0.155116189385476,-0.36479222670404
0.15,6,1.5,40,3,0.421533333333333,0.479426133939529,-0.0823419572829592,-0.316482067734877
0.15,6,1.5,45,3,0.437266666666667,0.496244027051387,-0.0150241744000767,-0.252262632689984
0.15,6,1.5,50,3,0.456766666666667,0.511949238970881,0.0478060585436619,-0.173366254829788
0.15,6,1.5,25,4,0.355533333333333,0.41994242883733,-0.323009731554693,-0.594804091864003
0.15,6,1.5,30,4,0.379433333333333,0.441595388136161,-0.234689759106429,-0.49195412744668
0.15,6,1.5,35,4,0.401266666666667,0.461298521346299,-0.155116189385476,-0.400190102123179
0.15,6,1.5,40,4,0.410666666666667,0.479426133939529,-0.0823419572829592,-0.361210099104124
0.15,6,1.5,45,4,0.426666666666667,0.496244027051387,-0.0150241744000767,-0.295464212893836
0.15,6,1.5,50,4,0.446566666666667,0.511949238970881,0.0478060585436619,-0.214552600630801
0.15,6,1.75,20,1,0.435933333333333,0.482279495220734,-0.0709117189814503,-0.257683121363225
0.15,6,1.75,25,1,0.460633333333333,0.514037998111794,0.0561667535816465,-0.157793257596323
0.15,6,1.75,30,1,0.4915,0.542099520616686,0.168797735378454,-0.0340032759013933
0.15,6,1.75,35,1,0.515233333333333,0.567275479043969,0.270743724160477,0.0609521969746083
0.15,6,1.75,40,1,0.538266666666667,0.590113251301973,0.364433570984634,0.153366576450519
0.15,6,1.75,45,1,0.5663,0.611003844134036,0.45153378921989,0.266770922278439
0.15,6,1.75,50,1,0.5845,0.630238814049323,0.533241463602816,0.34127416661662
0.15,6,1.75,20,2,0.4205,0.482279495220734,-0.0709117189814503,-0.320721183366804
0.15,6,1.75,25,2,0.4489,0.514037998111794,0.0561667535816465,-0.205116135101303
0.15,6,1.75,30,2,0.483066666666667,0.542099520616686,0.168797735378454,-0.067759246775852
0.15,6,1.75,35,2,0.506566666666667,0.567275479043969,0.270743724160477,0.0262681770201134
0.15,6,1.75,40,2,0.527266666666667,0.590113251301973,0.364433570984634,0.10917497721542
0.15,6,1.75,45,2,0.554,0.611003844134036,0.45153378921989,0.21684573472722
0.15,6,1.75,50,2,0.575533333333333,0.630238814049323,0.533241463602816,0.304463668218497
0.15,6,1.75,20,3,0.409033333333333,0.482279495220734,-0.0709117189814503,-0.367962961921833
0.15,6,1.75,25,3,0.4393,0.514037998111794,0.0561667535816465,-0.244003452147893
0.15,6,1.75,30,3,0.471066666666667,0.542099520616686,0.168797735378454,-0.115862773155185
0.15,6,1.75,35,3,0.498366666666667,0.567275479043969,0.270743724160477,-0.00653335657279088
0.15,6,1.75,40,3,0.516933333333333,0.590113251301973,0.364433570984634,0.0677592467758519
0.15,6,1.75,45,3,0.544266666666667,0.611003844134036,0.45153378921989,0.177531479694254
0.15,6,1.75,50,3,0.567733333333333,0.630238814049323,0.533241463602816,0.272609143157803
0.15,6,1.75,25,4,0.429066666666667,0.514037998111794,0.0561667535816465,-0.285660141597299
0.15,6,1.75,30,4,0.4628,0.542099520616686,0.168797735378454,-0.149075469329561
0.15,6,1.75,35,4,0.485833333333333,0.567275479043969,0.270743724160477,-0.0566818375548954
0.15,6,1.75,40,4,0.5058,0.590113251301973,0.364433570984634,0.0232010406813552
0.15,6,1.75,45,4,0.534933333333333,0.611003844134036,0.45153378921989,0.139961364052956
0.15,6,1.75,50,4,0.5578,0.630238814049323,0.533241463602816,0.232238206770043
0.15,6,2,20,1,0.4889,0.554523161000209,0.218963318297621,-0.0444072961896341
0.15,6,2,25,1,0.518433333333333,0.591442759469032,0.369932878734228,0.0737667655151786
0.15,6,2,30,1,0.5506,0.623524875089822,0.504536684456531,0.203095232957278
0.15,6,2,35,1,0.5761,0.651832507602619,0.62710397476543,0.306783678379746
0.15,6,2,40,1,0.600733333333333,0.677087285665697,0.740418142240099,0.408521599970575
0.15,6,2,45,1,0.633533333333333,0.699807742548537,0.846382516251294,0.547405049350655
0.15,6,2,50,1,0.654766666666667,0.720382614688434,0.946360292499157,0.640058421145398
0.15,6,2,20,2,0.477966666666667,0.554523161000209,0.218963318297621,-0.0881904477513948
0.15,6,2,25,2,0.5102,0.591442759469032,0.369932878734228,0.0408056611896436
0.15,6,2,30,2,0.546366666666667,0.623524875089822,0.504536684456531,0.186001065129042
0.15,6,2,35,2,0.571033333333333,0.651832507602619,0.62710397476543,0.286068369236794
0.15,6,2,40,2,0.5957,0.677087285665697,0.740418142240099,0.387580007987917
0.15,6,2,45,2,0.6266,0.699807742548537,0.846382516251294,0.517658147410469
0.15,6,2,50,2,0.653266666666667,0.720382614688434,0.946360292499157,0.633429424862746
0.15,6,2,20,3,0.465766666666667,0.554523161000209,0.218963318297621,-0.137147903913127
0.15,6,2,25,3,0.500233333333333,0.591442759469032,0.369932878734228,0.000933333401086235
0.15,6,2,30,3,0.534666666666667,0.623524875089822,0.504536684456531,0.138889505104142
0.15,6,2,35,3,0.564566666666667,0.651832507602619,0.62710397476543,0.259716771404558
0.15,6,2,40,3,0.5895,0.677087285665697,0.740418142240099,0.361898791084943
0.15,6,2,45,3,0.616233333333333,0.699807742548537,0.846382516251294,0.473590950678781
0.15,6,2,50,3,0.646366666666667,0.720382614688434,0.946360292499157,0.603106343423346
0.15,6,2,25,4,0.487,0.591442759469032,0.369932878734228,-0.0520117220881797
0.15,6,2,30,4,0.525866666666667,0.623524875089822,0.504536684456531,0.103559119088731
0.15,6,2,35,4,0.554666666666667,0.651832507602619,0.62710397476543,0.219544267284563
0.15,6,2,40,4,0.5798,0.677087285665697,0.740418142240099,0.321952428076655
0.15,6,2,45,4,0.6098,0.699807742548537,0.846382516251294,0.446471606365144
0.15,6,2,50,4,0.636666666666667,0.720382614688434,0.946360292499157,0.560925545817486
0.15,6,2.25,20,1,0.525733333333333,0.615101408575326,0.468807245510477,0.103024361929172
0.15,6,2.25,25,1,0.5623,0.655239198153095,0.642149508401952,0.250501771101307
0.15,6,2.25,30,1,0.595833333333333,0.689483186397881,0.797704261731476,0.388133651756524
0.15,6,2.25,35,1,0.621533333333333,0.7191493619206,0.940246080846801,0.496061541125968
0.15,6,2.25,40,1,0.6485,0.745135711602424,1.07283516388855,0.612452292505779
0.15,6,2.25,45,1,0.6822,0.768090168501034,1.19755849437098,0.76390061588193
0.15,6,2.25,50,1,0.700666666666667,0.788499953807361,1.31590713092894,0.850474483134697
0.15,6,2.25,20,2,0.519466666666667,0.615101408575326,0.468807245510477,0.077906046034197
0.15,6,2.25,25,2,0.5575,0.655239198153095,0.642149508401952,0.23102203888629
0.15,6,2.25,30,2,0.592966666666667,0.689483186397881,0.797704261731476,0.376243103892248
0.15,6,2.25,35,2,0.622433333333333,0.7191493619206,0.940246080846801,0.499889374018367
0.15,6,2.25,40,2,0.645733333333333,0.745135711602424,1.07283516388855,0.600336696643416
0.15,6,2.25,45,2,0.677966666666667,0.768090168501034,1.19755849437098,0.744443062667985
0.15,6,2.25,50,2,0.702466666666667,0.788499953807361,1.31590713092894,0.859071686970258
0.15,6,2.25,20,3,0.508733333333333,0.615101408575326,0.468807245510477,0.0349368865226341
0.15,6,2.25,25,3,0.549233333333333,0.655239198153095,0.642149508401952,0.197573529584072
0.15,6,2.25,30,3,0.583766666666667,0.689483186397881,0.797704261731476,0.338255359157519
0.15,6,2.25,35,3,0.617666666666667,0.7191493619206,0.940246080846801,0.479656109155989
0.15,6,2.25,40,3,0.640366666666667,0.745135711602424,1.07283516388855,0.576955935077102
0.15,6,2.25,45,3,0.670066666666667,0.768090168501034,1.19755849437098,0.708486596072854
0.15,6,2.25,50,3,0.696466666666667,0.788499953807361,1.31590713092894,0.830528499502726
0.15,6,2.25,25,4,0.5358,0.655239198153095,0.642149508401952,0.143445463270172
0.15,6,2.25,30,4,0.576933333333333,0.689483186397881,0.797704261731476,0.310196948641689
0.15,6,2.25,35,4,0.607366666666667,0.7191493619206,0.940246080846801,0.436256490091094
0.15,6,2.25,40,4,0.635566666666667,0.745135711602424,1.07283516388855,0.55617335362996
0.15,6,2.25,45,4,0.666066666666667,0.768090168501034,1.19755849437098,0.690448393375401
0.15,6,2.25,50,4,0.6905,0.788499953807361,1.31590713092894,0.802457880724696
0.15,6,2.5,20,1,0.5546,0.666112172305246,0.690652991900154,0.21927437835841
0.15,6,2.5,25,1,0.5925,0.707968538399465,0.885538113745969,0.374309940328369
0.15,6,2.5,30,1,0.628,0.742989336144465,1.06156411454902,0.523646312195052
0.15,6,2.5,35,1,0.655933333333333,0.772743600658142,1.223868407139,0.645223720717038
0.15,6,2.5,40,1,0.682166666666667,0.798305095298154,1.37573466644196,0.763746870891984
0.15,6,2.5,45,1,0.713033333333333,0.820449602928229,1.51939655410013,0.91016210514385
0.15,6,2.5,50,1,0.734933333333333,0.839760333780453,1.65644592584664,1.01979842547697
0.15,6,2.5,20,2,0.552933333333333,0.666112172305246,0.690652991900154,0.212529713780152
0.15,6,2.5,25,2,0.591466666666667,0.707968538399465,0.885538113745969,0.370031817609776
0.15,6,2.5,30,2,0.629933333333333,0.742989336144465,1.06156411454902,0.531930824092465
0.15,6,2.5,35,2,0.655366666666667,0.772743600658142,1.223868407139,0.642713825520798
0.15,6,2.5,40,2,0.681,0.798305095298154,1.37573466644196,0.758371203364668
0.15,6,2.5,45,2,0.7141,0.820449602928229,1.51939655410013,0.915380909226798
0.15,6,2.5,50,2,0.734566666666667,0.839760333780453,1.65644592584664,1.01791704559231
0.15,6,2.5,20,3,0.5448,0.666112172305246,0.690652991900154,0.179681872023182
0.15,6,2.5,25,3,0.586133333333333,0.707968538399465,0.885538113745969,0.348003434220402
0.15,6,2.5,30,3,0.626866666666667,0.742989336144465,1.06156411454902,0.518798047385717
0.15,6,2.5,35,3,0.6546,0.772743600658142,1.223868407139,0.639321196354502
0.15,6,2.5,40,3,0.678966666666667,0.798305095298154,1.37573466644196,0.749027074653276
0.15,6,2.5,45,3,0.706466666666667,0.820449602928229,1.51939655410013,0.878284815419082
0.15,6,2.5,50,3,0.732333333333333,0.839760333780453,1.65644592584664,1.00649335843785
0.15,6,2.5,25,4,0.572566666666667,0.707968538399465,0.885538113745969,0.29233084617791
0.15,6,2.5,30,4,0.616966666666667,0.742989336144465,1.06156411454902,0.476692979999083
0.15,6,2.5,35,4,0.647966666666667,0.772743600658142,1.223868407139,0.610113386615639
0.15,6,2.5,40,4,0.6761,0.798305095298154,1.37573466644196,0.735906167919348
0.15,6,2.5,45,4,0.704533333333333,0.820449602928229,1.51939655410013,0.868979617775042
0.15,6,2.5,50,4,0.7282,0.839760333780453,1.65644592584664,0.98550923402429
0.2,6,1.25,20,1,0.277933333333333,0.305194430960515,-0.822682997584515,-0.95473619395494
0.2,6,1.25,25,1,0.289266666666667,0.320570222220853,-0.751152529836281,-0.898948316152124
0.2,6,1.25,30,1,0.297733333333333,0.334452176630863,-0.688116596429699,-0.858114967643231
0.2,6,1.25,35,1,0.310133333333333,0.347185087541272,-0.631435615995129,-0.799496029667365
0.2,6,1.25,40,1,0.3204,0.358997517457588,-0.579717856529803,-0.751934174603573
0.2,6,1.25,45,1,0.324066666666667,0.370050271259273,-0.532001155874777,-0.735145195907124
0.2,6,1.25,50,1,0.327666666666667,0.380461614359219,-0.487589371334794,-0.718757417807045
0.2,6,1.25,20,2,0.270166666666667,0.305194430960515,-0.822682997584515,-0.993777145065722
0.2,6,1.25,25,2,0.280966666666667,0.320570222220853,-0.751152529836281,-0.939671678997235
0.2,6,1.25,30,2,0.290533333333333,0.334452176630863,-0.688116596429699,-0.892795199651749
0.2,6,1.25,35,2,0.3002,0.347185087541272,-0.631435615995129,-0.846345660734226
0.2,6,1.25,40,2,0.310333333333333,0.358997517457588,-0.579717856529803,-0.798561400468476
0.2,6,1.25,45,2,0.313166666666667,0.370050271259273,-0.532001155874777,-0.785356131925352
0.2,6,1.25,50,2,0.323,0.380461614359219,-0.487589371334794,-0.740018949689618
0.2,6,1.25,20,3,0.262433333333333,0.305194430960515,-0.822682997584515,-1.03335939808646
0.2,6,1.25,25,3,0.2719,0.320570222220853,-0.751152529836281,-0.98500404976224
0.2,6,1.25,30,3,0.2824,0.334452176630863,-0.688116596429699,-0.932587805125499
0.2,6,1.25,35,3,0.292966666666667,0.347185087541272,-0.631435615995129,-0.881018975454571
0.2,6,1.25,40,3,0.300966666666667,0.358997517457588,-0.579717856529803,-0.84269891162364
0.2,6,1.25,45,3,0.306833333333333,0.370050271259273,-0.532001155874777,-0.814965758509834
0.2,6,1.25,50,3,0.315766666666667,0.380461614359219,-0.487589371334794,-0.773295445841644
0.2,6,1.25,25,4,0.2647,0.320570222220853,-0.751152529836281,-1.02168146996912
0.2,6,1.25,30,4,0.276566666666667,0.334452176630863,-0.688116596429699,-0.961556496156701
0.2,6,1.25,35,4,0.282966666666667,0.347185087541272,-0.631435615995129,-0.92979322444783
0.2,6,1.25,40,4,0.2936,0.358997517457588,-0.579717856529803,-0.87796335254939
0.2,6,1.25,45,4,0.2995,0.370050271259273,-0.532001155874777,-0.849679948221558
0.2,6,1.25,50,4,0.307133333333333,0.380461614359219,-0.487589371334794,-0.813555616652505
0.2,6,1.5,20,1,0.378133333333333,0.419176810907652,-0.326153574851273,-0.49747884037831
0.2,6,1.5,25,1,0.4032,0.446049981949035,-0.216643449661279,-0.392149332132392
0.2,6,1.5,30,1,0.422533333333333,0.470001486364812,-0.120138344902898,-0.312382381523706
0.2,6,1.5,35,1,0.446633333333333,0.491689352237458,-0.0332456528398285,-0.214282857205468
0.2,6,1.5,40,1,0.465633333333333,0.511552085115479,0.0462165651416461,-0.137683758962123
0.2,6,1.5,45,1,0.477866666666667,0.529899855013504,0.119742289441305,-0.08859122955558
0.2,6,1.5,50,1,0.4926,0.54696202302325,0.188403415911443,-0.0296021614787441
0.2,6,1.5,20,2,0.364466666666667,0.419176810907652,-0.326153574851273,-0.556029443598579
0.2,6,1.5,25,2,0.389233333333333,0.446049981949035,-0.216643449661279,-0.45053600620446
0.2,6,1.5,30,2,0.411733333333333,0.470001486364812,-0.120138344902898,-0.356804469228726
0.2,6,1.5,35,2,0.4319,0.491689352237458,-0.0332456528398285,-0.274103379596426
0.2,6,1.5,40,2,0.4515,0.511552085115479,0.0462165651416461,-0.194611906858245
0.2,6,1.5,45,2,0.4625,0.529899855013504,0.119742289441305,-0.150282203049338
0.2,6,1.5,50,2,0.4851,0.54696202302325,0.188403415911443,-0.0596176518009249
0.2,6,1.5,20,3,0.355766666666667,0.419176810907652,-0.326153574851273,-0.593785894071503
0.2,6,1.5,25,3,0.375966666666667,0.446049981949035,-0.216643449661279,-0.506703298768352
0.2,6,1.5,30,3,0.399766666666667,0.470001486364812,-0.120138344902898,-0.406437424937785
0.2,6,1.5,35,3,0.421166666666667,0.491689352237458,-0.0332456528398285,-0.31798594535588
0.2,6,1.5,40,3,0.4411,0.511552085115479,0.0462165651416461,-0.236698959164758
0.2,6,1.5,45,3,0.4532,0.529899855013504,0.119742289441305,-0.187749575695943
0.2,6,1.5,50,3,0.471366666666667,0.54696202302325,0.188403415911443,-0.114658783190824
0.2,6,1.5,25,4,0.369,0.446049981949035,-0.216643449661279,-0.536509218500686
0.2,6,1.5,30,4,0.388333333333333,0.470001486364812,-0.120138344902898,-0.45432339448887
0.2,6,1.5,35,4,0.407933333333333,0.491689352237458,-0.0332456528398285,-0.372515478795964
0.2,6,1.5,40,4,0.4303,0.511552085115479,0.0462165651416461,-0.280627266641796
0.2,6,1.5,45,4,0.441933333333333,0.529899855013504,0.119742289441305,-0.233319388418665
0.2,6,1.5,50,4,0.457233333333333,0.54696202302325,0.188403415911443,-0.171485679285813
0.2,6,1.75,20,1,0.456633333333333,0.512705994915248,0.0508349240892074,-0.1739036181549
0.2,6,1.75,25,1,0.490066666666667,0.547462722303927,0.190424230860931,-0.0397385619477785
0.2,6,1.75,30,1,0.5178,0.577899341395027,0.314155890578155,0.0712301015703667
0.2,6,1.75,35,1,0.544733333333333,0.604978329526562,0.426252013070638,0.179413050423618
0.2,6,1.75,40,1,0.5728,0.629345865191864,0.529411594149851,0.293284328000451
0.2,6,1.75,45,1,0.594166666666667,0.651462350668559,0.62547334932483,0.381217297331706
0.2,6,1.75,50,1,0.6129,0.671670636235299,0.715750833348804,0.459518732908084
0.2,6,1.75,20,2,0.4415,0.512705994915248,0.0508349240892074,-0.235076598465241
0.2,6,1.75,25,2,0.474833333333333,0.547462722303927,0.190424230860931,-0.100751807259366
0.2,6,1.75,30,2,0.506833333333333,0.577899341395027,0.314155890578155,0.027335035277155
0.2,6,1.75,35,2,0.534166666666667,0.604978329526562,0.426252013070638,0.136879983765571
0.2,6,1.75,40,2,0.560166666666667,0.629345865191864,0.529411594149851,0.241838491221782
0.2,6,1.75,45,2,0.582466666666667,0.651462350668559,0.62547334932483,0.332907577772682
0.2,6,1.75,50,2,0.605933333333333,0.671670636235299,0.715750833348804,0.430249869294401
0.2,6,1.75,20,3,0.431666666666667,0.512705994915248,0.0508349240892074,-0.275054415583979
0.2,6,1.75,25,3,0.463733333333333,0.547462722303927,0.190424230860931,-0.145321875418369
0.2,6,1.75,30,3,0.493066666666667,0.577899341395027,0.314155890578155,-0.0277351111013043
0.2,6,1.75,35,3,0.520966666666667,0.604978329526562,0.426252013070638,0.0839158757679467
0.2,6,1.75,40,3,0.5487,0.629345865191864,0.529411594149851,0.195419537231974
0.2,6,1.75,45,3,0.571933333333333,0.651462350668559,0.62547334932483,0.289743487778917
0.2,6,1.75,50,3,0.592833333333333,0.671670636235299,0.715750833348804,0.375690700690715
0.2,6,1.75,25,4,0.454133333333333,0.547462722303927,0.190424230860931,-0.183983904998601
0.2,6,1.75,30,4,0.4828,0.577899341395027,0.314155890578155,-0.0688271576743259
0.2,6,1.75,35,4,0.5104,0.604978329526562,0.426252013070638,0.0416060008324637
0.2,6,1.75,40,4,0.536966666666667,0.629345865191864,0.529411594149851,0.148136973600576
0.2,6,1.75,45,4,0.562,0.651462350668559,0.62547334932483,0.249282939517245
0.2,6,1.75,50,4,0.5793,0.671670636235299,0.715750833348804,0.319900487506104
0.2,6,2,20,1,0.5166,0.589487796644668,0.361848362088444,0.0664244123923573
0.2,6,2,25,1,0.553566666666667,0.629150447141919,0.528573950285624,0.215092110819631
0.2,6,2,30,1,0.588033333333333,0.663172578261801,0.677464557834899,0.35584119570667
0.2,6,2,35,1,0.615966666666667,0.692822903710142,0.813349974183635,0.472463495139372
0.2,6,2,40,1,0.645466666666667,0.718959339344322,0.939305445737053,0.599171198696674
0.2,6,2,45,1,0.666566666666667,0.742196995510058,1.05741895575021,0.692697214299822
0.2,6,2,50,1,0.688066666666667,0.762996342060978,1.1691776617617,0.791096242699717
0.2,6,2,20,2,0.499566666666667,0.589487796644668,0.361848362088444,-0.00173333376730871
0.2,6,2,25,2,0.539366666666667,0.629150447141919,0.528573950285624,0.157793257596323
0.2,6,2,30,2,0.5769,0.663172578261801,0.677464557834899,0.310060383536822
0.2,6,2,35,2,0.6068,0.692822903710142,0.813349974183635,0.433880859201366
0.2,6,2,40,2,0.6326,0.718959339344322,0.939305445737053,0.543387138090523
0.2,6,2,45,2,0.657966666666667,0.742196995510058,1.05741895575021,0.654246073280778
0.2,6,2,50,2,0.682666666666667,0.762996342060978,1.1691776617617,0.766053951368033
0.2,6,2,20,3,0.491166666666667,0.589487796644668,0.361848362088444,-0.0353370099971832
0.2,6,2,25,3,0.5289,0.629150447141919,0.528573950285624,0.115728992365939
0.2,6,2,30,3,0.5644,0.663172578261801,0.677464557834899,0.259038828919854
0.2,6,2,35,3,0.594933333333333,0.692822903710142,0.813349974183635,0.38439769183676
0.2,6,2,40,3,0.6251,0.718959339344322,0.939305445737053,0.5112523131959
0.2,6,2,45,3,0.6526,0.742196995510058,1.05741895575021,0.630487530352215
0.2,6,2,50,3,0.6754,0.762996342060978,1.1691776617617,0.732711452870977
0.2,6,2,25,4,0.515033333333333,0.629150447141919,0.528573950285624,0.0601514634350296
0.2,6,2,30,4,0.5542,0.663172578261801,0.677464557834899,0.21765521147711
0.2,6,2,35,4,0.586866666666667,0.692822903710142,0.813349974183635,0.351027268498799
0.2,6,2,40,4,0.619233333333333,0.718959339344322,0.939305445737053,0.486295389657457
0.2,6,2,45,4,0.645166666666667,0.742196995510058,1.05741895575021,0.597860485684169
0.2,6,2,50,4,0.665933333333333,0.762996342060978,1.1691776617617,0.689848991572425
0.2,6,2.25,20,1,0.5633,0.652665395210296,0.630775992064456,0.254565885409153
0.2,6,2.25,25,1,0.598,0.694937570863372,0.823305574078304,0.397138665331611
0.2,6,2.25,30,1,0.638666666666667,0.730385926083872,0.996581479687567,0.569581776531215
0.2,6,2.25,35,1,0.668966666666667,0.760587964301637,1.15590570512693,0.703515158035325
0.2,6,2.25,40,1,0.697366666666667,0.786615415785655,1.30464336046651,0.834789384811891
0.2,6,2.25,45,1,0.725766666666667,0.809238935058225,1.44507254359002,0.973249241883389
0.2,6,2.25,50,1,0.745433333333333,0.829036093828115,1.57881123397904,1.07440295153833
0.2,6,2.25,20,2,0.548566666666667,0.652665395210296,0.630775992064456,0.194881109940011
0.2,6,2.25,25,2,0.590033333333333,0.694937570863372,0.823305574078304,0.364103176898746
0.2,6,2.25,30,2,0.6333,0.730385926083872,0.996581479687567,0.546400168445104
0.2,6,2.25,35,2,0.661666666666667,0.760587964301637,1.15590570512693,0.670730301645403
0.2,6,2.25,40,2,0.689633333333333,0.786615415785655,1.30464336046651,0.798405661155213
0.2,6,2.25,45,2,0.7211,0.809238935058225,1.44507254359002,0.94992452928927
0.2,6,2.25,50,2,0.7425,0.829036093828115,1.57881123397904,1.05900315057306
0.2,6,2.25,20,3,0.537933333333333,0.652665395210296,0.630775992064456,0.152025455930522
0.2,6,2.25,25,3,0.578966666666667,0.694937570863372,0.823305574078304,0.318532898280037
0.2,6,2.25,30,3,0.6227,0.730385926083872,0.996581479687567,0.501024234908142
0.2,6,2.25,35,3,0.653533333333333,0.760587964301637,1.15590570512693,0.634606925253284
0.2,6,2.25,40,3,0.686833333333333,0.786615415785655,1.30464336046651,0.785356131925352
0.2,6,2.25,45,3,0.7135,0.809238935058225,1.44507254359002,0.912443900762097
0.2,6,2.25,50,3,0.739033333333333,0.829036093828115,1.57881123397904,1.0409503406843
0.2,6,2.25,25,4,0.564333333333333,0.694937570863372,0.823305574078304,0.258767668508914
0.2,6,2.25,30,4,0.611533333333333,0.730385926083872,0.996581479687567,0.453762098366581
0.2,6,2.25,35,4,0.643566666666667,0.760587964301637,1.15590570512693,0.59087840267916
0.2,6,2.25,40,4,0.678166666666667,0.786615415785655,1.30464336046651,0.745359265573176
0.2,6,2.25,45,4,0.711666666666667,0.809238935058225,1.44507254359002,0.903492418730846
0.2,6,2.25,50,4,0.7306,0.829036093828115,1.57881123397904,0.997668850384919
0.2,6,2.5,20,1,0.595866666666667,0.704822627961106,0.870369742809724,0.388272071875648
0.2,6,2.5,25,1,0.630166666666667,0.748010259881361,1.08802832143167,0.532931880958339
0.2,6,2.5,30,1,0.6731,0.783369583466092,1.28541184224564,0.722239593286503
0.2,6,2.5,35,1,0.7065,0.812783861583811,1.46820145147637,0.878445562856431
0.2,6,2.5,40,1,0.733266666666667,0.837533807683072,1.63999169742274,1.01126002969988
0.2,6,2.5,45,1,0.760933333333333,0.858539050299108,1.80320846081458,1.15780329693158
0.2,6,2.5,50,1,0.780033333333333,0.876486313852246,1.95956912075724,1.26586063409199
0.2,6,2.5,20,2,0.5842,0.704822627961106,0.870369742809724,0.340039014529728
0.2,6,2.5,25,2,0.626766666666667,0.748010259881361,1.08802832143167,0.518370546295278
0.2,6,2.5,30,2,0.672933333333333,0.783369583466092,1.28541184224564,0.721482242081773
0.2,6,2.5,35,2,0.700366666666667,0.812783861583811,1.46820145147637,0.84904450251565
0.2,6,2.5,40,2,0.731866666666667,0.837533807683072,1.63999169742274,1.00411397877724
0.2,6,2.5,45,2,0.757566666666667,0.858539050299108,1.80320846081458,1.13938478381947
0.2,6,2.5,50,2,0.7813,0.876486313852246,1.95956912075724,1.27325827131998
0.2,6,2.5,20,3,0.573933333333333,0.704822627961106,0.870369742809724,0.297917417007673
0.2,6,2.5,25,3,0.618533333333333,0.748010259881361,1.08802832143167,0.483327611701634
0.2,6,2.5,30,3,0.663533333333333,0.783369583466092,1.28541184224564,0.679080005905801
0.2,6,2.5,35,3,0.6932,0.812783861583811,1.46820145147637,0.81512248834835
0.2,6,2.5,40,3,0.728133333333333,0.837533807683072,1.63999169742274,0.985172431577698
0.2,6,2.5,45,3,0.752833333333333,0.858539050299108,1.80320846081458,1.11378099351667
0.2,6,2.5,50,3,0.776866666666667,0.876486313852246,1.95956912075724,1.24749923536194
0.2,6,2.5,25,4,0.6034,0.748010259881361,1.08802832143167,0.419652110639265
0.2,6,2.5,30,4,0.652766666666667,0.783369583466092,1.28541184224564,0.631222755932388
0.2,6,2.5,35,4,0.685366666666667,0.812783861583811,1.46820145147637,0.778546035193657
0.2,6,2.5,40,4,0.722466666666667,0.837533807683072,1.63999169742274,0.956730236728019
0.2,6,2.5,45,4,0.751933333333333,0.858539050299108,1.80320846081458,1.10895014029329
0.2,6,2.5,50,4,0.7718,0.876486313852246,1.95956912075724,1.21850301167554
0.25,6,1.25,20,1,0.281066666666667,0.315419761095267,-0.774901533868356,-0.93917674293089
0.25,6,1.25,25,1,0.2936,0.332096933719658,-0.698716157311409,-0.87796335254939
0.25,6,1.25,30,1,0.302333333333333,0.347123049955077,-0.631709345701162,-0.836211272330863
0.25,6,1.25,35,1,0.3117,0.360882208561352,-0.571537161524992,-0.792183602631027
0.25,6,1.25,40,1,0.320333333333333,0.373627923020802,-0.516684122720696,-0.752240361604163
0.25,6,1.25,45,1,0.3262,0.385538028254979,-0.466107207503342,-0.725422640785539
0.25,6,1.25,50,1,0.332066666666667,0.39674304163441,-0.419054418395321,-0.698852616185979
0.25,6,1.25,20,2,0.268933333333333,0.315419761095267,-0.774901533868356,-1.00004113744984
0.25,6,1.25,25,2,0.279666666666667,0.332096933719658,-0.698716157311409,-0.94611565003968
0.25,6,1.25,30,2,0.2899,0.347123049955077,-0.631709345701162,-0.895869769260438
0.25,6,1.25,35,2,0.2988,0.360882208561352,-0.571537161524992,-0.853018699788417
0.25,6,1.25,40,2,0.3084,0.373627923020802,-0.516684122720696,-0.807610112119961
0.25,6,1.25,45,2,0.316,0.385538028254979,-0.466107207503342,-0.772215704035638
0.25,6,1.25,50,2,0.323266666666667,0.39674304163441,-0.419054418395321,-0.738799724679079
0.25,6,1.25,20,3,0.260033333333333,0.315419761095267,-0.774901533868356,-1.04579531221245
0.25,6,1.25,25,3,0.2731,0.332096933719658,-0.698716157311409,-0.97895088801093
0.25,6,1.25,30,3,0.28,0.347123049955077,-0.631709345701162,-0.944461608840851
0.25,6,1.25,35,3,0.288966666666667,0.360882208561352,-0.571537161524992,-0.900407969823178
0.25,6,1.25,40,3,0.2984,0.373627923020802,-0.516684122720696,-0.854928572728368
0.25,6,1.25,45,3,0.3055,0.385538028254979,-0.466107207503342,-0.821242383582748
0.25,6,1.25,50,3,0.313466666666667,0.39674304163441,-0.419054418395321,-0.783961751506072
